Text,Sentiment_Score,Sentiment_Label
my hair won`t turn whiiite,0.5646967,negative
 unfortunately I`m not drunk enough lol and have no money to get drunk  I have had alot though as u can imagine haha,0.60287845,negative
 Yeah prbly pickin up songs for SingStar. Haven`t checked the last few store updates. And dunno that Cranberries song.,0.6117667,neutral
tonight was a very bad night,0.9744648,negative
 Bristol`s is the ish! I LOVE their brunch on Sundays. Ruth Chris is good too but I got sick there once.,0.9800744,positive
all mom`s in the world congratulations,0.9447233,positive
" but better hurry, so you wouldn`t be labeled as copycats",0.5248636,neutral
is SOOOOO hungry right now! Should`ve eaten before this wedding.,0.6689155,negative
 welcome to twitter my friend,0.827657,positive
at    Happy mother`s dayyy Deniseee <3,0.98093283,positive
"Ben & Jerry`s fail. Got email for free ice cream. Says click here to redeem coupon. When I click, I get error message  ",0.73267335,negative
"has anyone else seen this? the  DM notification email says 'reply on we web.' i am all for cool accents, but it`s weird online",0.4455139,negative
"YAYAYYAYAYAY Toy Story 3 is coming out. June 18, 2010 though",0.89737445,positive
 I`m straining to hear but it`s very hard from all the way over here.,0.7600971,negative
 awwwh u stuck in traffic  booo!,0.71185803,negative
" Fear not! You deserve alot, you care for animals. )) I`ll get some food, don`t worry!",0.7773276,positive
living it up at empire hotel...free bottle service. it ROCKS having connections,0.9782154,positive
"Google Wave presentation: http://bit.ly/2ehfov  I`m not very impressed. It`s nice, but it`s not really for me",0.8218113,negative
" same to you bud. Kudos on your hardcore gym training, it`s a great lifechanging experience, keep it up!!!",0.98658645,positive
    - brief interruption- brb. goodnight if i don`t catch u again later. gotta ck something,0.7024903,neutral
I still miss him... And i dont think he`s coming back,0.7649053,negative
" dude, was that you in the new Star Trek Burger King commercial? Bud Light AND Burger King? So proud of u man.",0.98318636,positive
"MAD AS HELL! SOMEONE STOLE MY PINK & BLACK LEAPORD PRINT PUMPS I WANTED TO WEAR TODAY  BUT TO GOD BE THE GLORY, HE`LL BLESS ME ABUNDANTLY",0.4423308,negative
 you didnt include Taylor in the 'Follow Friday',0.6218447,neutral
I got the new Silverstein CD. aha. Its AMAZING.  I highly recomend it.,0.9898913,positive
chris came over for exactly one hour  i moped around after he left and ended up falling asleep.,0.69333297,neutral
i`m a bum today,0.86714613,negative
went to the cd store to search for the cd. But,0.6310426,neutral
" A big welcome to Twitterlandz grrl! Really wish I could have made it to the Bettie show,  glad to hear it was a success",0.98967135,positive
<----------- is listening the **** out of Lamb of God,0.7683027,negative
Spilled chocolate milk in my car,0.60016644,neutral
" my hubby.  promised job promotion so we didn`t move, signed a new lease n they withdrew the promotion...",0.54912084,neutral
 plus I just deposited tax return cheque but for first time in 7+ years it didn`t clear immediately,0.5693748,negative
LOVE getting gifts in the mail from my very wonderful friends back home!! How I miss Myrtle Beach so much... A little homesick today,0.98697484,positive
tomorrow is going to be sooo awkward & embarassing. lights & sounds last night was awesome,0.43346053,positive
"Still feeling weird about my ex and her engagement.  My mom made things worse.  I don`t even want her, but it`s still odd",0.9523567,negative
"a band from Hawaii with a Sublime sound, so all you sublime haters can just move along  ? http://blip.fm/~5yy4n",0.5243144,neutral
Hockey was so fukinÃ¯Â¿Â½ good  **** you hole! xD,0.8610085,negative
 Shop smart.  Shop S Mart.,0.6033298,neutral
" yes, that`s what I meant... I don`t have anything to turn it into Hirigana, though.",0.8109012,neutral
 That is INCREDIBLY sweet!!!! What a good Hubby...,0.99112767,positive
 caught tweets on it and got home in time for the last 5 mins of the ITV2 show!! #bgt Out tonight too so will miss it again,0.44585052,negative
off to lunch with all the people from aikido,0.80907285,neutral
 Too bad I can`t come!  Enjoy urself tho.,0.40516222,neutral
Watching ET today!  <3 Supposed to have a clip from New Moon  Hating Drag Me To Hell,0.57153374,neutral
Oh my god. I literally drove in rain that was so hard that i couldn`t see in front of me. I`m shaking,0.6226568,negative
 me to mi sausage,0.8054855,neutral
"got a sniffle, got the kids and hubby just left to work in Sydney for the weekend, boo hoo",0.49055877,neutral
" house probably resembling your kind of heaven no?  maybe Ciaran`s angels have moved in with you, hence inability to locate!",0.5963755,neutral
 Good to hear... several of my peeps are working tonight...,0.9721081,positive
 I hope so too.  How are you?,0.6014089,positive
"Actually, I think I`ll be more upset if I lost my data for Cake Mania 3. I was pretty far into the game",0.77509475,negative
Boo....Up DLP is sold out for 8:30,0.67531306,negative
"Just saw Star Trek! It was AMAZING! Seriously, so good. The entire cast was excellent, Spock and Kirk especially.  I want to see it again.",0.9923856,positive
 aww  but we miss you here in the USA.,0.5271023,neutral
Its seriously quiet and lonely here without Bunny,0.7796839,negative
ROTC brought a climbing wall to work for coworkers to try and climb if they wanted.  I forgot my climbing shoes at home today.,0.56521773,neutral
OK. break over. Back to the books. Have fun lovelies!  ? http://blip.fm/~5z8da,0.96016395,positive
Downing a glass of ginger ale and then relishing an early evening in bed with 'Because I Said So' on Lifetime.,0.8592845,positive
Watching fireworks off the Bay bridge.,0.80813783,neutral
_x Yepp.  Do you Like Dylan or Cole Better?,0.84121686,neutral
still freakin out about missing the game!!!  #jonasnewsongs,0.81043285,negative
" yeah, its still totally in the high 60s here. soooo notlooking forward to aug and sept up here",0.7481778,negative
Dang  I left my Rolando`s dinner leftovers at home! I knew I should have put them in the shop fridge last night before we left downtown!,0.60077643,negative
 no worries,0.51449615,positive
So sad I`m going to miss seeing Pennywise again this year,0.92249423,negative
 haha. Thanks Shannon.  3 out of 5 boats got first.,0.8670344,positive
 if you`re watching this...I love you.' I almost died. But now...SHE MEANS NOTHING!,0.6230397,positive
woke up an hour early just to study for        a test,0.508731,neutral
 They open at 9 a.m.   And I hope to be there shortly after that.   No guarantees for me though!,0.6644705,positive
"Is at work....  boo!  The Pin-Ups will be playing at Uncommon Ground Wednesday night at 9 p.m.! (1401 W. Devon Ave., Chicago 60660",0.6990647,neutral
has just got out the shower,0.8820639,neutral
he`s back! meeting him in 40 mins,0.8267948,positive
 Even IE8 would be better,0.4670837,positive
" It is, Pinkwind is a thing from Vanessa`s dad. And My sister made me that SN in the 4th grade",0.79454833,neutral
I cant change my profile picture on Facebook,0.54224104,negative
 she lookd soo freaked out!!poor wee thing,0.8468427,negative
omgoodness FINALLY back from dinner with the fam bam!,0.96312755,positive
was just about to try and  dl the sims 3 but realize my pc don`t meet the standard requirements  i need new pc lol!!!,0.6058201,negative
"is happy  and clean, squeaky clean",0.8866191,positive
Don`t Chase Me - Shea Fisher download it,0.8829334,neutral
"Hmm...Whilst, walking through the city I received an inviataion into an SUV Limo via some prom fellows... Don`t they have dates? Oh boys!",0.7080892,neutral
"sickkk, it`s been two days since summer started and it suck already!",0.956226,negative
At an 80``S retro prom wishing HE was here to dance with!  I`m gonna miss his great dancing 2nite  but still having a blast & a few drinks,0.9108066,positive
why i chose iphone   http://tr.im/kpaE,0.6486403,neutral
i got in a fight with ryan. now hes like crying and im just dead inside. sigggh,0.87728244,negative
Adams morgannnn for jumbo slice,0.86224735,neutral
_Bloody_Poet What`s the matter?,0.6253139,neutral
 has a name label on his picture too.. i just hadnt added it in when i took this: http://www.twitpic.com/4hap4 picture..,0.6744115,neutral
  still need to see that movie ! I am all about vampires,0.7082889,positive
Have a happy Friday and weekend everyone .. TGIF for me is nothing,0.9615643,positive
" Yeah, I`ve seen that before, funny   *Hey honey, Jill just sent me a **** in a box*",0.53406376,neutral
 - JT on SNL tonight.,0.8801216,neutral
Studio Ghibli for this year; Ponyo! http://bit.ly/whar8 as always it seems to be perfect  we`ll be waiting till august for it,0.97597665,positive
is going to sleep. Tomorrow Exam Review,0.8290011,neutral
"Brian (cat) still hasn`t shown up...I feel sad and sick, I`m afraid he`s been eaten by something.    It doesn`t look  good",0.9704718,negative
Missing Nate more than usual tonight,0.6137357,negative
anyone got an FFE account? if so.. add me,0.8619216,neutral
" I`ll be one of your 'groovy guys' any time, shortie short  #photofollows",0.6832198,positive
Birthday tomorrow. Doing jack **** all weekend,0.67204016,neutral
How Come I Can Never Sleep Past?? Not Good,0.96908396,negative
Just snuck out my window.. Now im laying on my roof looking at the stars. Its a nice night out tonight.,0.9660354,positive
"I just downloaded a ton of stunning, BEAUTIFUL wallpapers from www.interfacelift.com - go have a look.",0.9860956,positive
this one goes out to Jimmy Fallon and Justin Timberlake...doin` their Gibb Bros show on SNL  ? http://blip.fm/~5z1vd,0.64146364,neutral
"to be really really... not bored but bad, i won`t know the news  but thats ok. BRB x",0.56804645,positive
cannot relaxing because she have to practice for her graduation,0.67404383,negative
"'Patchouli oil & incense had a surge in popularity in the 1960s & 1970s, mostly among devotees of the free love & hippie lifestyles.'",0.6880442,positive
hi  godd day eweryone im in a reel good mood to day,0.9555282,positive
"Whoo, BGT!! I really must multi-task and do my Art work at the same time though, back at College on Monday!!",0.6087807,positive
"_ According to Mick Jagger, Hindu Ragas are more sfs sort of music",0.9092212,neutral
 It takes a big man to type a sad tweet like that!,0.60025364,negative
 better than throwing them out,0.57228357,negative
 I was going to but I`m stuck with it as I seem to have misplaced my remote  It`s extra bad tonight as well :|,0.9364053,negative
 Big Thanks Melody!  Gotta love that sunshine-lots of vit D,0.98723245,positive
i got baby g wach its zi same as the 1 lady gaga wears in eh eh film clip but in pink!! I LOVE YOU KAY thanks a heap  i win olivia,0.9717487,positive
Hey! Let`s Follow each other! Wouldn`t that just be awesome!?,0.9795303,positive
" loving the shoes perez, looking fine as always  oh,and lady gaga, what can I say. Outstanding!",0.98794043,positive
"this evening,picking up n`pop and go for dinner at Ta Lum Tum Tum (som-tum),Major Avenue..decided to go home(not clubing tonite)..",0.88900477,neutral
Paper writing til my heart`s content,0.6001174,positive
 awww such a sweetie. hope your mom has a wonderful mother`s day too,0.98882747,positive
 yeah dude. Mike is out,0.5582013,neutral
 It`s a great movie - My best is the Welsh flatmate,0.9825911,positive
" I got a headache because of all the hard work today, still not ready, with a #Heineken trying to finished up",0.79133445,negative
Rachel is going to have lunch at baixa. And has a lot of stuffs to do.... Wanna come ?,0.81067306,neutral
Just got to the gym but w/no energy,0.5408304,neutral
 Im sad i cant go. it makes me sad,0.9638546,negative
 same. Was going to try warm milk but I`m lactose intolerant  haha.,0.6276487,negative
Is my picture showing?,0.8470331,neutral
about to take my mum out for jewellery shopping and a coffee for mothers day,0.6595843,neutral
so who is in for bring at HK lounge tomorrow ? $12 all you can drink till 5pm... then kareoke. I think it will be a nice Sunday!,0.966515,positive
 oh ****! I completely forgot about Thirsty Thursday! oh. my. gaga. this sucks,0.9721931,negative
I wanna feel my chin,0.7441132,neutral
 i do but is just a haul vid/photo slideshow only. I only do it for fun  http://www.youtube.com/eyezaddiction,0.51885855,positive
feeling so great!,0.98590773,positive
AHHHHHHHH!I can`t get miley to notice me......,0.57080775,negative
"Coffee brewing, on this #musicmonday morning i`m #listening to the fray... Here`s to a good week",0.97365946,positive
I Wanna be @ JET in the Mirage...     Couldn`t get to Hawaii either   *****Someday***** Much Love To THE_WOCKEEZ and SuperCr3w,0.5141895,neutral
Just finished yet another amazing book by Susan Elizabeth Philips!!!  God I love her books so much!!! Which one to read next??? hmmm...,0.99201113,positive
_O_C I`m seriously screwed  I haven`t studied at all!!!! :`(,0.97098285,negative
well being a retired drummer I can do my own drum roll so all you need to do is read my posts since they take a ton of time  lol,0.5131888,neutral
being new to Twitter?!?!?,0.598062,neutral
"tired as heck, i wanna go home and sleep but i cant cause im have to be at the wash till my daddy gets off work.",0.8145282,negative
is surfin`..,0.862068,neutral
 Did you see Star Trek? Now I can`t sleep.........too much action. Can`t wind down!!!,0.54481626,negative
i got a freakin macbook!!!!! hoorayyy! but i freakin deleted phootbooth.,0.886065,positive
Ok. Over exagerrated. Twitter is not to bad.... I guess.,0.52443165,positive
 HAPPY MOTHERS DAY!  Tell ur mom that`s she an awesome madre & such a great example to the Archuleta familia!!,0.9920582,positive
" Good morning to you, however it`s night time for me, so I am off to bed *hugs* Have a great day",0.98081,positive
But I do know is that I am extremely happy with him and wouldn`t change him for the world and don`t want anybody else.,0.9361591,positive
Getting the FAB portraits ready to upload today,0.8993173,neutral
 You have DSL? Welcome to 2009!,0.49939522,neutral
Missing my mom today. We made it a 'date' every year to get our flowers together. This yr I was alone. Felt so weird,0.6885016,negative
its too hot in my room. i wanna go swimming.,0.52186,positive
 We`ve got a pool still boxed up because I need to level a suitable patch of ground before we can set it up.,0.87271124,neutral
 http://twitpic.com/4so0u - OOO i wish i was her  he`s hot,0.80745757,positive
 I have a new found respect for you now that I know you know the Konami code!,0.9061464,positive
 At work at the mo and it`s so sunny here today   Off to see a band tonight!!,0.9575395,positive
 Ace @ the exams!,0.72014177,neutral
It`s sooo hot 2day!! Put a ton of sunblock on before jogging; still think my face burnt though!,0.7416488,positive
" my name is Jason, but sunshine works too.",0.7861082,positive
 took my forum access away   fail.,0.8952984,negative
"lied last weekend when she said she wouldn`t get upset, just an FYI.",0.76538575,neutral
" hahaha! Guess you will have to reinforce your skates, haha... Remember who u r my friend, our semi-God with a gluten intolence",0.6305881,positive
 yeah i want to know what that is too!,0.5171468,neutral
the day goes on and on...i think im gonna write a song about it! still thinking itÃ¯Â¿Â½s impossible for me to get a true friend  why????,0.64977896,negative
"OMG i meant  <3 you`re the perfect Wolverine,sir  hehe",0.8865182,positive
hanging out with my babyy,0.64442307,positive
 Not yet.... too early in the AM,0.6531318,neutral
"_tron oh god, whose tire?",0.62839216,negative
i am the only arabic girl who`s online  every one is  a sleep ..,0.72054017,neutral
I ate Something I don`t know what it is... Why do I keep Telling things about food,0.60932994,negative
Good morning... IÃ¯Â¿Â½m soooo tierd,0.9241391,positive
_n Where can I get some?,0.88165474,neutral
  just wanna be there tonight,0.6457064,positive
It`s only 10:30 and I am going to BED! Brain can`t focus at all.. Need a fresh new start. I pray that God grants me a fresh tomorrow.,0.43752605,neutral
" very well, nothing flash - but different to chocolate 4 a change. good 2 meet U yesterday  gr8 atmosphere & discussion",0.95129794,positive
I took my antibiotics and I still feel like ****,0.9313043,negative
How can you guys lived in a city (paris)where u spend you entire life in the trafficjam...grrrr ...m` not used to it anymore,0.80878407,negative
...Nomore adventure time,0.8488151,neutral
"happy bank holiday Monday, Tweeteramas! I`ll be spending the day doing yoga and having OCD attacks. You?",0.9348785,positive
"Laura`s gone for the weekend, I miss her already!",0.65814465,negative
had nutella croissant+mango+melon+coffee and a lovely stalk of iris for breakfast in bed courtesy of N  Have the house to myself til noon,0.82286376,positive
Whuuurrrrr - glands really swollen now. Guess the weekend`s a blow out.,0.56347054,negative
All my spare time seems `twill be spent doing homework this weekend.,0.6578901,neutral
LAZZZZZZZZZZZZZZZY MONDAY !! Bank Holiday  Nicole why haven`t u direct msged me yet ?!!!,0.5016059,neutral
"Yummy yum-cha for mother`s day with mum, dad, arcel and egg-pants  yuuuuuum  http://twitpic.com/4w65x",0.95731056,positive
5 things this Twitterer could do without  http://MikeFrizzi.com/blog/?p=192 SRC  / I like this guy.,0.69970167,positive
I wanna be at BEA as well!!!!   #BEA09,0.95880675,positive
 lol -catch me if u can,0.55813426,neutral
stupid wireless!!,0.94660145,negative
" HAHAAH! Crys, you blowing the fuses is a typical move",0.5872691,negative
"spirit week! Tuesday have to be in make up by eight so I can die later. School wednesday and thursday then, finally sleep in on Friday!!",0.41904652,neutral
"http://twitpic.com/66nbd - Ready for our 3D Jonas Brothers Experience. Real Brothers, not included",0.7581971,neutral
has a saw thumb from playing Virtua Tennis...,0.7010481,neutral
" We`re off.  I`m sorry. Parents coming in around 10-11, gonna eat with them, then house-hunt in Richardson. RAAAAIN CHEEECK",0.5820729,neutral
Just saw a dooope bmw 6 series parked with the top back....to bad it was raining,0.66945887,negative
Laundry time and LOTS of it!,0.50224215,neutral
" ha ha, no, will be thankful i am not dragging them up a mountain today",0.62687945,positive
"Had a great time with mpix shootout, just great  thanks mpix...",0.9912073,positive
"Weather is lovely, I`m headed home via supermarket. Planning to spend some quality time knitting tonight.",0.9640127,positive
sad ending to the softball season.,0.83544517,negative
Women in Science & Technology conference in La Jolla - what an interesting day!  Met some really great people!,0.99016786,positive
_ Well their not gonna fit her in with this big long advertisement,0.6824678,negative
Musem equaled FAIL!!!!! hall of **** life was closed cause of construction,0.93013257,negative
Just joined a twibe. Visit http://twibes.com/spinning to join -- not a spinner myself but do KNOW and RESPECT spinners   ...need coffee,0.500019,neutral
http://twitpic.com/66ymw I`m gonna miss these guys so much  Thanks for making the 5 years at senior school amazing!,0.95193845,positive
@_Freya Good Night,0.64488447,neutral
"If this rain doesnt go away, I`m staying in bed all week til Mommy gets here",0.58743775,negative
. very much enjoyed your 'whats in a name' article,0.96869534,positive
 yeahh,0.55931866,neutral
4 hours till Mothers Day Party  Yeah!,0.7481276,positive
 arrr bummer  who do you want to win?,0.62501895,negative
eating my roommate`s cereal. sorry bro,0.84563535,negative
 Good news about the tooth!,0.96474653,positive
" Yeah, I`m behind on my classic cinema calendar-making. I haven`t had time to go see any anyway.",0.5976231,negative
Aww the little girl on Britain`s Got Talent!  I actually love Ant n Dec!  Oh an` Simon Cowell. ;),0.97755253,positive
is done with classes for her freshman year.,0.8744872,neutral
 it was amazing but due to time constraints could only visit the meadows and pine forest. Shall post images later.,0.9332046,positive
  http://twitter.com/friends?page=20 press previous on that page.,0.8076829,neutral
 What`s wrong with Dr.Phil? I shamefully loved his show when I was able to watch it.,0.3600018,negative
LOVE ME LOVE ME SAY THAT YOU LOVE ME...,0.83376217,positive
Why didn`t my favorite spotters last tweet go to my phone,0.5560727,negative
    eeek!! Your coming!!!! Im soo excited to see you on Thursday!!,0.99285614,positive
__ Thanks. It`s SO annoying!,0.9223915,negative
"I am tired of my phone. Walkman works like a charm, but l need better video and wap really. Thanks for yesterday and for buying my album",0.38627973,neutral
I have the biggest crush on Pink but she doesn`t know I`m alive,0.46532777,negative
Happy Mother`s Day everyone,0.9795456,positive
"Emergency Radio for iPhone is awesome, listening to Johnson County Sheriffs live scanner stream",0.98481756,positive
 thanks so much for the belated #followfriday shout out #payingitforward,0.98906994,positive
Mommas day is may 10th! Don`t forget to do something nice for your mommyyy,0.9669093,positive
" **** brah, u not happy?",0.67041016,negative
 hah i`ma knock on wood but my PC has never crashed yet..nor my laptop  but then i`m careful with stuff so maybe that`s y,0.4965588,positive
is in history,0.76211226,neutral
 happy birthdayyy! hope you have an awesome day. didn`t see you at next last night!,0.9916715,positive
 an oprah guest if ever i saw one  http://tinyurl.com/d39x4n,0.8712329,neutral
 haha i shaved all my facial hair off except for my moustache cause i thought it would be cool! But it made me look gross,0.65543103,negative
new Delerium`s music video (http://tr.im/kpu3). mixed by Tiesto. i guess Bill Leeb finally forgot his music`s roots,0.57028794,neutral
 We are at alexander. Just had a 3 course dinner and i am wearing someone elses red wine,0.7176136,neutral
Nice days like this make me miss Alki,0.43491358,neutral
_Fizz he`s really not into new people  I dunno em but he said he`d try,0.55398613,neutral
At the  concert! I hope  makes a guest appearance,0.89197224,positive
 Aren`t we though? lol He`s at work now and I miss him  blah Wut cha up to?,0.46168086,neutral
" I keep trying to invite  out, but I think she`s afraid of me.",0.5102166,neutral
 thanks for the #followfriday as you can see us South Africans were on holiday on fri,0.89704716,positive
ahhh!!!! u know what really sucks??? i sprained my toe!! OUCH!!,0.9807222,negative
july!!!!,0.48268518,neutral
 Which denomination? I`m at the library and everything`s blocked.,0.7519192,negative
Emoticons by Christian. '  ' http://twitpic.com/66riq,0.84877044,neutral
 Good luck at the services tomorrow!! I wish I could see you guys on your vacation!,0.9905428,positive
" Hey, sorry I got off last night!",0.46814677,negative
 Yo Thomas! thanks for the follow  Social Media Director at Disney? That`s awesome! I`d like to learn more! Lets do lunch,0.9909667,positive
"Gosh I miss singer`s theater.  I miss learning music, doing acting exercises, n I ESPECIALLY miss being onstage.",0.6605514,negative
Good episode of Top Gear tonight.,0.97116417,positive
awhile ago it freaking hot! now it`s wet  turn off!,0.4710977,negative
" It`s not sad. To tweet is to twitter, not someone misspronouncing a word kto make it fit a card.  I would have tweeted it.",0.5391943,neutral
" ta babe, you know me i do love your curried",0.90641296,positive
 Nooooo!!!!! Dont You Dare! Lol =( Im Gonna Cry  I <3 Your Hair!,0.9060276,negative
Not found: the thing I was looking for,0.502311,negative
 so sad i have to pay $60,0.95009184,negative
 i made a vid for you proving my skiLLs that you denied but my step dad said he`d disown me if i posted it ~   sowey,0.585232,negative
" aww you are so helpful  we getting sweepy here, sis says we can have whipped cream before bed , i save u some",0.9368755,positive
"Perth - Ford - Falcon - 1997 - $3,500  - new ad received and will be posted on the HCC site soon",0.8077137,neutral
doneeee wheeee hahaaaaaaaa so tired and sleepy  peter u suck not coming to my bday!,0.9638795,negative
Monday morning bathing - soooo relaxing! If I was a lady of luxury I would start every day like this,0.9777259,positive
my msn crashes way too much  hmph,0.86001307,negative
"Im so angry right now .. today im not doind nothing and all my classmates yes  ,i think i will stay with my friend Mr.Computer .. hope not",0.860574,negative
At social.  just saw G-1.. Awwww,0.76297915,negative
hey thanks for the follow  ..,0.9482939,positive
Enjoyed Star Trek... More please,0.9661049,positive
639 baby! GOD ITS SAD REALLY  oh well lifes a partaaay! xxxxxxxxxx,0.48142713,negative
"I can`t sleep, this is so darn frustrating.",0.97130877,negative
 I don`t want to be a complete hypocrite - I attended an R-rated event while I was there - the timing was just ironic.,0.5807281,negative
Hey don`t write yourself off yet. Little girl you`re in the middle of the ride,0.65006244,neutral
 http://twitpic.com/4wptj one of my prized mags/book/annuals dunno if any others were published prolly should google it,0.5920739,neutral
I have been awarded my first ever credit card,0.93777174,positive
 tts ridiculously sweet of you,0.9657019,positive
 so sorry to hear that,0.87001806,negative
 hey that is pretty good sucking up - my daughter is exactly the same - glad to see I am not alone   Good luck mom,0.94788104,positive
 Lester?  Guessed her?  Yester-day?  You can think of something.  No cop outs now.,0.5318515,neutral
Starting the accounts for this year.,0.809217,neutral
says Happy Mother`s Day to all the Moms out there.,0.9649204,positive
" Yay me!  But, what in particular?",0.7146162,positive
 I have to work  but I`ll just watch it later.. even though it`s not the same.,0.6287537,neutral
" Oh, final msg - Why didn`t you review my boardgame BookchaseÃ¯Â¿Â½ when you were on telly? We didn`t even get a nice letter..",0.86842144,negative
"staying afterschool today  not that i have any 'friends' on here - but if i did , i`d tell `em to text me ! lol [ likin` us <3 ]",0.5045514,positive
"WIDE awake, scoffed 3/4`s of a pizza and feel like a sumo  such a weak day! Run tomorrow",0.80840814,negative
 then ill post it,0.75254405,neutral
 it is my honor,0.80214816,positive
Man i am being boring today not tweeting  How are you guys?,0.876944,negative
 yes its the twins  so i wontt be watching,0.48695487,negative
Cut my thumb with the saw in small metals   again...,0.6973531,negative
is loving Mortal Combat right now!,0.9828059,positive
Had Sbarro for dinner and Krispy Kreme for dessert. Mmmmm! But so not very healthy.,0.8854439,negative
Now I`m depressed again..ugh!!! HELP!!!,0.9329196,negative
My spellingis awful on twiiter,0.93303293,negative
snowbear has finally come out...congrats che and warren,0.96116006,positive
Oh no she stopped!,0.6651952,negative
Start of diet today  I think I have to face I will never get back down to 77kilos (unless I cut a leg off)Ã¯Â¿Â½,0.80542386,negative
"mmm, pizza for dinner. yum. but i burnt my mouth though ..",0.5665517,negative
screw the fact you can`t post LONG updates on twitter,0.77353173,negative
**** awake at 2 am !  i hate sickness,0.9712388,negative
 beat? don`t understand,0.82174605,negative
Inspired to blog about something inspirational. Haha.,0.922949,positive
"Happy Mother`s Day to everyone`s mothers, mothers-to-be, grandmothers, great grandmothers...All the WOMEN! I salute you all",0.99069136,positive
Hail/Thunder storm here. The Power keeps on going on then off. It sucks.,0.9473867,negative
"At tweetup loc, but don`t recognize anyone  am outside in turquoise shirt. Please see me! #g4c09",0.63586986,neutral
 awwww yur a awesome mother keep up the good work,0.97973275,positive
Pissed that my bluetooth headset`s battery out lasted my cell`s battery... Gg moto q.,0.814042,negative
  Please don`t get me watching BB too,0.7312919,negative
ayy fml. nothing is perfect,0.7936756,negative
"The day started so wonderful, but now our kids our crying because our kitty is missing  We just got back from posting signs around.",0.39894855,positive
 I love Dawn Chorus noisier the better miss Church Bells too...crazy I know...Was going for a cycle with a friend..not now,0.8671723,positive
not sure where the real state market is moving  confused either hold or go ahead with the plans?,0.62550473,neutral
 i know how annoying that can be!  but theres a german saying`pleasant anticipation is the greatest pleasure`(own translation),0.40130052,neutral
" if I have 5000 friend requests tomorrow, I`m blaming you  nite",0.593978,negative
"Namaste! Hooray for Monday! Undaunted by a 3am wakeup, I consider it is 9am in London and feel justified. Bright side to everything!",0.9710272,positive
Listening to Busted - 3AM. I miss them,0.5486732,neutral
 Great idea,0.932964,positive
i want to sleep XD !!!! but i have a song in my head that make me crazy and dont know if i write the song or not hahhaha,0.4659245,neutral
would some one plese suggest me a great thriller movie,0.7689214,positive
 My Denny`s shut down in the winter.  I have to do 50 miles to get to one now.,0.6092291,negative
 Yes I think so unless it changed.  I sent u a happy mothers day text but u never responded back,0.49081796,neutral
One of my kits has just brought in a mouse & is eating it in the lobby. I`m sure I feed them enough!,0.58909625,neutral
_Fenton i didnt even finish cleaning my room cuz i went to a party ahhhh  ITS STILL MESSY,0.89208555,negative
 I DIDDDD. I MET THEM AGAIN,0.832864,positive
 it is so unfair that all the good rock shows happen only in B`lore and Pune,0.7273079,negative
 knackered! been awake since 5 as couldn`t sleep! just started work now. coffee and toast sounds awesome  chris has been busy!,0.96206474,positive
"I don`t care about netsexor cams or the route to heaven, however, #lobster sounds super good.  I`m almost tempted to go get some.",0.96973294,positive
Nevermind! Beyonce doesn`t have a Twitter  Haha,0.47357723,neutral
_Claire LOL  I will buy u some big star wars pants 4 Xmas !!!,0.85516703,positive
 Don`t ever turn off the part of your brain that talks ****! That`s where fun comes from,0.40583336,negative
" no he sabido nada de ti, this is making me a bit sad I must say!",0.92736727,negative
I missed the math trade,0.7013734,negative
Down in Wellington for the Monet Exhibition. Casually just bumped into Wayne Brady in our hotel lobby!!  Mega exciting!!!,0.9837482,positive
In bed with 2 girls,0.848884,neutral
 Me too,0.74002796,neutral
_queen like it,0.6355559,neutral
 I think YOUR blog should`ve been on the list,0.67770034,neutral
I am going to die tomorrow night.   should be here.,0.896273,negative
_08 hell yeah! i missed u last nite  lol do u like my opinion?,0.69268245,positive
 Nooooo!  Working this weekend,0.5304057,negative
 Pair it up with Fringe on Tuesday? That smells like a win imo as well.,0.95298135,positive
Last scheduled corn dog oc shift,0.90658474,neutral
Finally finished exams & home not watch Otalia & the PBP on BPD - no Otalia today  hmm! via http://twib.es/COP,0.6067486,neutral
"getting ready for the day, out then work till close",0.8198195,neutral
Justin Timberlake and Andy Samberg do it again.. Mother Lover skit on SNL was great,0.976953,positive
"i want you to text me first everyday, not me",0.4853241,neutral
 yeahh  those two times we`ve stood next to each other were special times...,0.5749693,positive
"thought id tanned after an hour in the sun, i was wrong....i`ve just burnt",0.5697257,negative
 that songs on tays vid  katy perry.,0.8507161,neutral
 I work for Disney...not all it`s cracked up ta be.,0.5918024,neutral
WTF rehearsal  off  got to space and room was booked and the  brothers have stuff right after so we cant transfer to another room studio,0.50773406,neutral
 broken  I can`t c it,0.8615715,negative
"  http://bit.ly/SjNAx If he is saying something I don`t fully understand, please let me know.",0.55760545,neutral
not sure why I can`t get tweetdeck to work on my computer. want to know what all of the hype is about,0.71306044,negative
 mega burguer was my lunch yesterday,0.614284,neutral
Whoooooo I`m gettin` extra hours today    afterwards I`m gonna see if I can get some marigolds for my mum ^^,0.65491265,positive
bored. cold. tired. lethargic feeling. Man! great holiday monday!,0.48321345,positive
 you might also want to include 'never wear a moonwolf' to that,0.7435323,neutral
 when i go to the ticketmaster site it says 'no lisa williams events to be found',0.5435261,neutral
hey guys y did the sun make my day gloomy?,0.4634678,neutral
texting my friends and being bored...   gosh i hate rain!!,0.9797386,negative
My replacement iron ring arrived.  It`s shiny.  And a bit more jagged than the original,0.71068144,positive
Shopping!,0.58305603,neutral
